autor,titulo,enlace,categoria_descriptores,vistas_reales,fecha_publicacion,duracion,duracion_segundos,latent_x,latent_y,latent_z,categoria_principal,tags
Declan Jenkinson,Colour Grading For BEGINNERS (DaVinci Resolve Tutorial),https://www.youtube.com/watch?v=_KImTKhy_mI,Color Transforms & LUTs (Color Transforms & LUTs),579834,2025-08-09,20:03,1203,-97.29,-29.18,-3.95,,
Darren Mostyn,DaVinci Resolve Newbies Guide - EASY!  Pro Explains,https://www.youtube.com/watch?v=g52gP_bR65E,Beginner Guides (Beginner Guides),577238,2023-08-10,19:19,1159,20.5,4.41,-52.45,,
Darren Mostyn,"The BEST Node Tree for ANY Camera! PRO Colorist (BBC, Netflix, Amazon)",https://www.youtube.com/watch?v=kdTMRQP_V7E,"Beginner Guides (Beginner Guides, Color Grading & Wheels)",573637,2024-08-09,22:23,1343,42.0,-87.46,-25.66,,
Eric Lenz,The MOST IMPORTANT Concept in Colour Grading,https://www.youtube.com/watch?v=22mmIgWIcvE,"Beginner Guides (Beginner Guides, Cut & Edit Page Workflows)",570882,2025-08-09,26:29,1589,-9.65,57.15,100.8,,
Darren Mostyn,NEW to DaVinci Resolve?  Color Grading - Tutorial,https://www.youtube.com/watch?v=YbDRl_xugJo,Color Grading & Wheels (Color Grading & Wheels),559522,2023-08-10,13:23,803,-35.51,-70.17,-24.06,,
freeCodeCamp.org,DaVinci Resolve Course - Video Editing for Beginners,https://www.youtube.com/watch?v=mgCqndlTWFU,Cut & Edit Page Workflows (Cut & Edit Page Workflows),559124,2025-08-09,03:55:44,14144,-49.54,82.02,11.29,,
Justin Brown - Primal Video,DaVinci Resolve 20 - Complete Tutorial For Beginners (2026)!,https://www.youtube.com/watch?v=CC_-V5qjhaY,Beginner Guides (Beginner Guides),530189,2025-08-09,28:38,1718,8.39,48.29,-23.26,,
SonduckFilm,5 Great Beginner Motion Graphics Techniques | DaVinci Resolve Tutorial,https://www.youtube.com/watch?v=JSV9uMEosOo,"Beginner Guides (Beginner Guides, Fusion Motion Graphics)",516856,2023-08-10,10:14,614,-21.03,-15.2,117.65,,
Ermia Ramez,The Most Cinematic Color Grading Trick that No One Knows!,https://www.youtube.com/watch?v=f6xCTAk8Lww,Color Grading & Wheels (Color Grading & Wheels),513263,2025-08-09,12:00,720,-32.66,-89.86,1.1,,
Sleepy Charlie,How to MASTER the FILM LOOK as a beginner,https://www.youtube.com/watch?v=676Yn7cabx4,"Beginner Guides (Beginner Guides, Color Transforms & LUTs)",504359,2025-08-09,01:44,104,-73.25,-2.78,-4.63,,
PeeJ ENT,DaVinci Resolve | AMV Beginner Walkthrough,https://www.youtube.com/watch?v=IeySXac3vRo,Beginner Guides (Beginner Guides),496214,2024-08-09,50:43,3043,35.33,20.93,1.17,,
Daniel Batal,CONQUER the COLOR Page in DaVinci Resolve!,https://www.youtube.com/watch?v=SkosqJfzEs0,Color Grading & Wheels (Color Grading & Wheels),494852,2024-08-09,27:35,1655,-35.02,-85.94,-31.25,,
Daniel Batal,Master the FUSION Page! (even if you're an Absolute Noob)  - DaVinci Resolve,https://www.youtube.com/watch?v=XZcu0CVcQsQ,Fusion Motion Graphics (Fusion Motion Graphics),491425,2023-08-10,16:15,975,-36.08,-26.67,49.3,,
Vaultcar,How To Actually Make GOOD EDITS - DaVinci Resolve,https://www.youtube.com/watch?v=UDgKrsb1X7A,Beginner Guides (Beginner Guides),487527,2025-08-09,12:39,759,59.9,1.62,24.29,,
Think Media,How to Color Grade in DaVinci Resolve for Beginners!,https://www.youtube.com/watch?v=jK_nYq4ZpgY,Color Grading & Wheels (Color Grading & Wheels),462707,2025-10-13,15:52,952,-32.6,-101.31,-25.4,,
Gaku Lange,How to Speed Ramp like a PRO,https://www.youtube.com/watch?v=lVYQkejspR8,Beginner Guides (Beginner Guides),457522,2024-08-09,13:11,791,45.87,46.47,6.61,,
Sergio Mota | Academy,How to Speed Ramp in DaVinci Resolve | Tutorial,https://www.youtube.com/watch?v=mCEp08MSvdU,Beginner Guides (Beginner Guides),447439,2023-08-10,05:52,352,64.54,45.64,7.51,,
GFXMentor,DaVinci Resolve Beginner Guide: Media Management (Class 1),https://www.youtube.com/watch?v=N5wkFXKUdVg,Beginner Guides (Beginner Guides),443119,2025-09-13,23:35,1415,1.59,14.35,12.82,,
Joris Hermans,Cinematic Color Grading Made EASY! | DaVinci Resolve 18 Tutorial,https://www.youtube.com/watch?v=5h12LYZlvzI,Color Grading & Wheels (Color Grading & Wheels),440023,2023-08-10,12:09,729,-40.52,-71.37,-5.78,,
Andrew,The power of SIMPLE Colorgrading,https://www.youtube.com/watch?v=_hqgK4iRLBY,Color Transforms & LUTs (Color Transforms & LUTs),436005,2025-08-09,06:05,365,-108.53,-21.52,7.54,,
Darren Mostyn,PRO Explains where you may be going wrong in just 10 minutes!,https://www.youtube.com/watch?v=8geDbNpH5cI,Beginner Guides (Beginner Guides),426495,2022-08-10,11:12,672,-5.17,7.65,-44.52,,
Content Creators,In Depth DaVinci Resolve Video Editing Tutorial - Mac & PC 2026,https://www.youtube.com/watch?v=-MrHvGoq9lY,Cut & Edit Page Workflows (Cut & Edit Page Workflows),423561,2025-08-09,01:51:20,6680,-42.08,79.71,-6.96,,
Darren Mostyn,Resolve Color Management EASY - BEGINNERS in under 15 minutes.,https://www.youtube.com/watch?v=c4AVwVdKTHc,Color Transforms & LUTs (Color Transforms & LUTs),412013,2022-08-10,15:09,909,-76.96,-28.13,-3.9,,
Kevin Stratvert,DaVinci Resolve Tutorial for Beginners,https://www.youtube.com/watch?v=AcNOi-PUTL4,"Beginner Guides (Beginner Guides, Cut & Edit Page Workflows)",404804,2025-08-09,39:07,2347,-26.24,73.49,79.9,,
Bog,So I edited my first video in DaVinci Resolve...,https://www.youtube.com/watch?v=r9f1-L1faUw,Beginner Guides (Beginner Guides),395550,2026-02-10,34:25,2065,16.76,30.35,16.46,,
Jamie Fenn,Texturing of Complex Surfaces (Track Anything) - Davinci Resolve Tutorial,https://www.youtube.com/watch?v=mmxPiKJtsjw,Color Transforms & LUTs (Color Transforms & LUTs),391455,2025-09-13,06:34,394,-85.68,-19.38,-17.72,,
Resolve Cut,Master DaVinci Resolve 20 | From Basics to Pro Workflow (Free),https://www.youtube.com/watch?v=T3P3r4cOJN8,Beginner Guides (Beginner Guides),390786,2025-10-13,21:51,1311,-28.85,39.06,-14.29,,
Jesse Koester,Tutorial: Applying The Same Color Grade To Multiple Clips In Resolve,https://www.youtube.com/watch?v=P9jVvbSpZn8,Beginner Guides (Beginner Guides),390073,2022-08-10,01:10,70,57.41,-50.44,-2.22,,
Jamie Fenn,SPEED RAMPING TRANSITION / CAR EDIT in Davinci Resolve 18 tutorial,https://www.youtube.com/watch?v=DzFrQ37W1lc,Beginner Guides (Beginner Guides),383378,2022-08-10,08:02,482,105.35,43.96,9.58,,
Casey Faris,HOW TO CUT VIDEO in DaVinci Resolve 17- Basic Video Editing Tips,https://www.youtube.com/watch?v=C-8C-JHkjAY,Cut & Edit Page Workflows (Cut & Edit Page Workflows),379418,2021-08-10,04:51,291,-37.98,99.17,9.64,,
Darren Mostyn,How I Grade this Ad - MASTERCLASS (UK Broadcast PRO Colorist),https://www.youtube.com/watch?v=dxL7tclBlnY,Beginner Guides (Beginner Guides),371863,2023-08-10,13:37,817,47.94,-20.22,-23.16,,
Jamie Fenn,Best NEW WAY To Speed Ramp Transition In Davinci Resolve,https://www.youtube.com/watch?v=saH3F5bBghU,Beginner Guides (Beginner Guides),362092,2025-08-09,08:11,491,72.69,56.59,-17.53,,
Creative Video Tips,The Loudness Secret to Mixing YouTube Videos with DaVinci Resolve,https://www.youtube.com/watch?v=Rp-6F8SWFSY,Fairlight Audio Mixing (Fairlight Audio Mixing),360107,2022-08-10,14:44,884,-50.1,29.38,-85.03,,
Dante Pascarella,5 Color Grading Secrets That Make Pro Filmmakers Stand Out,https://www.youtube.com/watch?v=-k87m157X4I,"Beginner Guides (Beginner Guides, Color Grading & Wheels)",329120,2025-11-12,06:59,419,31.32,-106.33,-18.79,,
Casey Faris,How to Add Text to Moving Shots in DaVinci Resolve! - Easy Motion GFX to Spice Up Your Videos!,https://www.youtube.com/watch?v=DUopi8yhgjQ,Beginner Guides (Beginner Guides),321787,2025-08-09,17:00,1020,59.62,29.27,61.67,,
Envato Tuts+,DaVinci Resolve Beginner Tutorial | Free Video Editing,https://www.youtube.com/watch?v=4m4SSw_qGds,"Beginner Guides (Beginner Guides, Cut & Edit Page Workflows)",313647,2022-08-10,01:27:35,5255,-20.72,58.74,70.24,,
Collin Michael,DaVinci Resolve for iPad Editing Tutorial (Beginners Guide),https://www.youtube.com/watch?v=dZPeB0ztjn4,"Cut & Edit Page Workflows (Cut & Edit Page Workflows, Fairlight Audio Mixing)",292880,2023-08-10,14:45,885,-55.24,88.18,-30.58,,
The Resolve Effect,This Is How You Animate Like a VIRAL Creator (Fusion Tutorial),https://www.youtube.com/watch?v=q9RKopEH07w,Fusion Motion Graphics (Fusion Motion Graphics),282379,2025-08-09,25:15,1515,-43.53,-64.21,83.0,,
Joris Hermans,How I Get PERFECT AUDIO in DaVinci Resolve | Fairlight Audio Editing Tutorial,https://www.youtube.com/watch?v=r00ZfXkUA2Y,"Cut & Edit Page Workflows (Cut & Edit Page Workflows, Fairlight Audio Mixing)",271987,2024-08-09,11:58,718,-54.03,80.71,-56.35,,
Audiovisualmente,Complete DaVinci Resolve Tutorial for Beginners | Learn DaVinci Resolve in 90 Minutes,https://www.youtube.com/watch?v=6fU6VRW9n7Q,Beginner Guides (Beginner Guides),269828,2023-08-10,01:27:51,5271,-5.26,31.19,-24.59,,
Kevin Stratvert,DaVinci Resolve Fusion Tutorial – Learn Motion Graphics & VFX,https://www.youtube.com/watch?v=gaFT_Kj2yeQ,"Fusion Motion Graphics (Fusion Motion Graphics, Fusion VFX)",266677,2025-08-09,32:47,1967,-15.57,-63.08,80.1,,
Davinci Made Simple,How To CUT And TRIM Video In Davinci Resolve,https://www.youtube.com/watch?v=BoH4nZIzEj8,Cut & Edit Page Workflows (Cut & Edit Page Workflows),260002,2023-08-10,00:48,48,-49.48,91.63,29.75,,
Tiago Film Editor,Guía Rápida de CORRECCIÓN DE COLOR en DaVinci Resolve,https://www.youtube.com/watch?v=X4ctIKvxJ6E,Beginner Guides (Beginner Guides),251116,2024-08-09,07:04,424,0.6,-7.04,6.75,,
Jamie Fenn,NEW Speed Ramping Collage Video Effect In Davinci Resolve,https://www.youtube.com/watch?v=v8AmW8JhHog,Color Transforms & LUTs (Color Transforms & LUTs),235004,2025-08-09,12:41,761,-115.61,-34.76,-3.86,,
Isaiah Grade,How To Master Text Animation In Davinci Resolve (Under 1 Minute),https://www.youtube.com/watch?v=VR3NL1Zvx5o,Beginner Guides (Beginner Guides),230208,2025-10-13,00:40,40,45.14,44.34,55.71,,
Casey Faris,DaVinci Resolve - The Fusion Crash Course [Perfect for Beginners!],https://www.youtube.com/watch?v=IxPaoQsjO50,Fusion Motion Graphics (Fusion Motion Graphics),229880,2023-08-10,26:29,1589,-31.64,-19.53,81.19,,
Cullen Kelly,I stole this trick from VFX artists,https://www.youtube.com/watch?v=3I58NtmWOmE,Fusion VFX (Fusion VFX),229833,2025-08-09,09:41,581,-1.97,-84.13,55.78,,
Prithwiraj | PR75K,DaVinci Resolve for iPad Beginners Guide – Edit Like a Pro on iPad 🎬🔥,https://www.youtube.com/watch?v=y5k4_rO89Fg,Beginner Guides (Beginner Guides),226622,2025-11-12,16:35,995,-2.1,97.91,-25.35,,
Darren Mostyn,Speed Editor Tutorial & In-Depth with the Cut Page [PART 1] for Beginners by a PRO.,https://www.youtube.com/watch?v=26OfvGXGezw,Cut & Edit Page Workflows (Cut & Edit Page Workflows),222189,2021-08-10,32:53,1973,-69.61,108.24,22.07,,
Adobe Video,A Lesson in Color Grading with @AidinRobbins | #BecomethePremierePro | Adobe Video,https://www.youtube.com/watch?v=s1kif4xDezc,Color Grading & Wheels (Color Grading & Wheels),219318,2025-08-09,05:47,347,-23.15,-65.21,-52.28,,
Darren Mostyn,Fix BAD Footage EASILY with RGB MIXER in DaVinci Resolve!,https://www.youtube.com/watch?v=8V9CdNthfs4,Beginner Guides (Beginner Guides),215565,2023-08-10,09:57,597,49.32,1.89,57.88,,
shari,Edit like a Pro for FREE! Davinci Resolve Beginners tutorial,https://www.youtube.com/watch?v=vd2fi_JbKTc,Cut & Edit Page Workflows (Cut & Edit Page Workflows),212227,2025-08-09,14:48,888,-37.72,59.82,11.37,,
Darren Mostyn,STOP Struggling with CUT PAGE! - #1 secret revealed!,https://www.youtube.com/watch?v=EYHKVb2qFI4,Cut & Edit Page Workflows (Cut & Edit Page Workflows),211960,2020-08-10,25:55,1555,-97.29,62.03,33.93,,
Christopher Balladarez,Cinematic Color Grading in Davinci Resolve - Free Powergrade,https://www.youtube.com/watch?v=n6A5eu0NPYA,Color Grading & Wheels (Color Grading & Wheels),211508,2025-08-09,23:29,1409,-54.13,-85.27,-6.87,,
Ben Claremont,DaVinci Resolve Start-to-Finish Editing Tutorial for Beginners,https://www.youtube.com/watch?v=mdfMztoP840,"Beginner Guides (Beginner Guides, Cut & Edit Page Workflows)",208074,2025-08-09,29:32,1772,1.48,89.18,76.49,,
Casey Faris,MOTION GRAPHICS FOR BEGINNERS IN FUSION - DaVinci Resolve 18.6 Fusion Basics Tutorial,https://www.youtube.com/watch?v=pXU8iIQ3ahs,"Beginner Guides (Beginner Guides, Fusion Motion Graphics)",206276,2024-08-09,32:23,1943,-7.93,-18.44,95.3,,
DanVinci,The NEW Way to Speed Ramp Davinci Resolve Tutorial,https://www.youtube.com/watch?v=c4YOJQwFopw,Beginner Guides (Beginner Guides),201125,2025-08-09,07:38,458,66.86,39.66,-20.88,,
Darren Mostyn,How to use resolve SCOPES - In-depth with a Pro Colourist,https://www.youtube.com/watch?v=IwqucXqb2zY,Color Grading & Wheels (Color Grading & Wheels),200244,2020-08-10,11:44,704,-32.31,-112.04,-52.22,,
Resolve Cut,Mastering Motion Graphics in DaVinci Resolve | FUSION BREAKDOWN | Motion Graphics,https://www.youtube.com/watch?v=n4jdNNU1Kmo,Fusion Motion Graphics (Fusion Motion Graphics),196450,2026-01-11,25:46,1546,-56.9,-2.73,69.73,,
Casey Faris,"How to Build the BEST PC for DaVinci Resolve - Ultimate Guide to GPU, CPU, and more!",https://www.youtube.com/watch?v=tCv3vP6LxAs,Beginner Guides (Beginner Guides),192714,2024-08-09,43:09,2589,40.89,-45.23,33.27,,
Zane Hoyer,How to Edit Advanced Animations in DaVinci Resolve (IN-DEPTH),https://www.youtube.com/watch?v=8eKFIjxdA4c,Beginner Guides (Beginner Guides),189553,2025-11-12,55:33,3333,35.49,94.09,25.96,,
Team 2 Films,"Ultimate Beginners Tutorial DaVinci Resolve - Media, Edit, Color, Fusion and Cloud Introduction",https://www.youtube.com/watch?v=znBHzeXpsUw,"Beginner Guides (Beginner Guides, Fusion Motion Graphics)",189416,2024-08-09,37:55,2275,-4.67,-0.08,91.65,,
Justin Serran,The EASIEST Way to Speed Ramp in Premiere Pro (2025 Tutorial),https://www.youtube.com/watch?v=U2TukFGyqew,Beginner Guides (Beginner Guides),184003,2025-08-09,04:52,292,91.4,12.42,-40.24,,
Zane Hoyer,Full Motion Graphics Course | DaVinci Resolve,https://www.youtube.com/watch?v=6D2rR-28so4,Fusion Motion Graphics (Fusion Motion Graphics),181123,2026-04-11,26:48,1608,-50.15,-16.57,81.74,,
Waqas Qazi,DaVinci Resolve 19 Starter Guide for Beginner Colorists in 2025,https://www.youtube.com/watch?v=MNv4VtspAO0,Beginner Guides (Beginner Guides),176395,2025-08-09,47:04,2824,41.22,10.81,-15.56,,
Content Creators,Edit PRO Youtube Videos in DaVinci Resolve | In Depth Tutorial,https://www.youtube.com/watch?v=rp6cTMARWkA,Beginner Guides (Beginner Guides),173941,2025-08-09,47:49,2869,36.63,98.62,9.23,,
Ragib Choudhury,How To Color Grade In Davinci Resolve for Beginners (2 Hour Masterclass),https://www.youtube.com/watch?v=itli8isoXQQ,Beginner Guides (Beginner Guides),171787,2025-08-09,01:47:01,6421,65.38,-28.31,-15.36,,
Jamie Fenn,5 TIPS to make your VOICE OVER sound PROFESSIONAL (Part 1) - Davinci Resolve Fairlight Tutorial,https://www.youtube.com/watch?v=5SlkxSQz7LE,Fairlight Audio Mixing (Fairlight Audio Mixing),169512,2020-08-10,06:56,416,4.09,28.9,-103.59,,
Vaultcar,The SECRET Of Smooth SPEED RAMPING In DaVinci Resolve,https://www.youtube.com/watch?v=ajnmR2ozxx8,Beginner Guides (Beginner Guides),168339,2025-08-09,03:48,228,109.5,13.44,9.44,,
Casey Faris,Make Your Own Motion Graphics in Resolve! - HUGE FREE Workshop for Beginners,https://www.youtube.com/watch?v=zqq97wWc89w,Fusion Motion Graphics (Fusion Motion Graphics),167736,2025-08-09,01:52:15,6735,-77.7,-1.17,63.59,,
DanVinci,How to MASTER 3D Camera Animation 🎥 *Davinci Resolve Tutorial*,https://www.youtube.com/watch?v=UnrmOnNWRSw,Beginner Guides (Beginner Guides),163929,2025-10-13,08:55,535,34.1,52.27,61.71,,
Zane Hoyer,How to Edit Netflix-Level 3D Animations | DaVinci Resolve,https://www.youtube.com/watch?v=zDhau3u5NbY,"Color Transforms & LUTs (Color Transforms & LUTs, Fusion Motion Graphics)",154849,2026-01-11,16:28,988,-103.74,-40.5,11.55,,
Javier Mercedes,Waveform Monitor Explained - A Tool For Color and Exposure in Premiere Pro,https://www.youtube.com/watch?v=qgzjfyffKlA,Color Grading & Wheels (Color Grading & Wheels),154561,2021-08-10,15:50,950,-48.55,-51.08,-55.11,,
Darren Mostyn,My Top 5 COLOR Features - DaVinci Resolve 19,https://www.youtube.com/watch?v=9JCwqqHbNC8,Beginner Guides (Beginner Guides),153389,2024-08-09,18:24,1104,63.19,3.31,-21.1,,
Joel Van Beek,NEW Speed Ramping in Davinci Resolve! | Full Tutorial (v20.1),https://www.youtube.com/watch?v=tLV-EckSDdY,Beginner Guides (Beginner Guides),153233,2025-09-13,16:16,976,105.45,-19.55,30.92,,
Skills Factory,DaVinci Resolve 20 - Tutorial for Beginners in 13 MINS !  [ FULL GUIDE ],https://www.youtube.com/watch?v=SzttF-qnqsM,Beginner Guides (Beginner Guides),151605,2025-08-09,13:13,793,17.36,55.4,-9.07,,
Darren Mostyn,Get Perfect Skin Tone EVERY Time! - Resolve DCTL Tutorial,https://www.youtube.com/watch?v=R3evAN6LJEI,Beginner Guides (Beginner Guides),151199,2024-08-09,11:58,718,89.4,41.98,65.72,,
Darren Mostyn,SECRET Resolve Project Setting - IN 2 MINUTES!,https://www.youtube.com/watch?v=YtGtYkNDRIg,Deliver & Export Settings (Deliver & Export Settings),149868,2023-08-10,02:13,133,-70.49,1.17,-45.06,,
The David Shutt,Create INSANE Motion Graphics with Text Prompts - Claude & Davinci Resolve 20,https://www.youtube.com/watch?v=IZflKWRMhNI,Fusion Motion Graphics (Fusion Motion Graphics),149858,2026-03-12,08:52,532,-90.97,-41.69,66.46,,
Cullen Kelly,Stop using CSTs! Every colorist should have this DCTL,https://www.youtube.com/watch?v=Lz3WH1mNJRo,Beginner Guides (Beginner Guides),148793,2025-08-09,26:54,1614,44.11,-41.9,63.25,,
Daniel Batal,"Beginners, MASTER the FUSION Page! - DaVinci Resolve",https://www.youtube.com/watch?v=V_hm-kCWWwY,Fusion Motion Graphics (Fusion Motion Graphics),148541,2024-08-09,02:12:39,7959,-40.25,-20.22,63.12,,
Casey Faris,Intro to VFX for Short Films in Fusion [FULL COURSE - Resolve 19],https://www.youtube.com/watch?v=RiYHHMJBqtE,"Beginner Guides (Beginner Guides, Fusion Motion Graphics, Fusion VFX)",146579,2025-08-09,02:03:32,7412,8.26,-67.66,65.66,,
Mike Russell,Audio Editing in DaVinci Resolve - A Step-by-Step Guide for Beginners,https://www.youtube.com/watch?v=hJ0--4C7gK8,"Beginner Guides (Beginner Guides, Cut & Edit Page Workflows, Fairlight Audio Mixing)",144617,2024-08-09,09:17,557,-38.06,82.87,-73.46,,
Casey Faris,Fusion Nodes Explained With Toast - DaVinci Resolve Fusion Guide for Beginners (2024),https://www.youtube.com/watch?v=PoinMs_YceQ,Fusion Motion Graphics (Fusion Motion Graphics),140678,2024-08-09,26:50,1610,-21.42,-10.39,63.66,,
Casey Faris,The Art of Invisible VFX in DaVinci Resolve - Full Fusion VFX Course for FREE!,https://www.youtube.com/watch?v=quS5hX5kn08,"Fusion Motion Graphics (Fusion Motion Graphics, Fusion VFX)",140090,2025-08-09,02:14:38,8078,-5.57,-75.09,74.3,,
Casey Faris,Everything About Proxies,https://www.youtube.com/watch?v=Gm_j5KRm1Ng,Beginner Guides (Beginner Guides),138203,2023-08-10,07:45,465,40.12,-3.52,18.08,,
Blackmagic Design,DaVinci Resolve 17 Fairlight Training - Introduction to Audio,https://www.youtube.com/watch?v=5lceOriiwu8,"Beginner Guides (Beginner Guides, Cut & Edit Page Workflows, Fairlight Audio Mixing)",136619,2022-08-10,01:28:21,5301,-24.5,71.05,-65.48,,
Jordan Gibby,How to do Color Correction with Lumetri Scopes,https://www.youtube.com/watch?v=LRCgWKJHQ6E,Color Grading & Wheels (Color Grading & Wheels),134507,2020-08-10,01:02:46,3766,-50.09,-98.59,-41.63,,
Ryan Osborne,DaVinci Resolve Fusion Basics for After Effects Users,https://www.youtube.com/watch?v=Wm2Y9ae7LNc,"Beginner Guides (Beginner Guides, Fusion Motion Graphics)",134198,2023-08-10,14:20,860,-0.49,-34.48,96.52,,
Darren Mostyn,My Favourite Grading Tool in 2023,https://www.youtube.com/watch?v=yZ9OGyhE4F8,Beginner Guides (Beginner Guides),134088,2023-08-10,09:35,575,17.89,-21.25,9.91,,
Jamie Fenn,3 of the MOST Important Things About Fairlight in Davinci Resolve,https://www.youtube.com/watch?v=2hyrywcKKYs,"Color Transforms & LUTs (Color Transforms & LUTs, Fairlight Audio Mixing)",133749,2022-08-10,16:14,974,-118.21,-15.16,-8.18,,
