autor,titulo,enlace,categoria_descriptores,vistas_reales,fecha_publicacion,duracion,duracion_segundos,latent_x,latent_y,latent_z,categoria_principal,tags
Spoon Graphics,Neon Light Effect Photoshop Tutorial,https://www.youtube.com/watch?v=3JxCbwn-6bQ,Beginner Guides (Beginner Guides),3121455,2021-08-10,08:52,532,49.63,61.7,0.49,,
PiXimperfect,How to Blend Images and Create a Composite in Photoshop,https://www.youtube.com/watch?v=XJxPZdlJVRU,Image Compositing (Image Compositing),2511474,2018-08-11,30:28,1828,-73.36,75.99,36.34,,
MDMZ,The Making of Photo-Manipulation: Explore | Photoshop Compositing Tutorial,https://www.youtube.com/watch?v=z0ckMwQxc1s,Image Compositing (Image Compositing),2342420,2021-08-10,18:25,1105,-43.17,84.55,-0.08,,
PiXimperfect,Increase Blur to Sharpen Better? - Photoshop Trick,https://www.youtube.com/watch?v=_IujZ_RJ61w,Beginner Guides (Beginner Guides),2317781,2022-08-10,09:03,543,30.51,44.09,-35.8,,
Photoshop Training Channel,How To Match a Subject Into ANY Background In Photoshop! Compositing Tutorial,https://www.youtube.com/watch?v=xQyceKmZTR8,Image Compositing (Image Compositing),2193107,2020-08-10,30:15,1815,-63.83,114.1,12.63,,
PiXimperfect,Fix Skin Tones with One Button in Photoshop!,https://www.youtube.com/watch?v=mdTbjgCbIG0,Photo Retouching & Beauty (Photo Retouching & Beauty),2164760,2019-08-11,03:29,209,-47.0,21.21,78.68,,
PiXimperfect,Master Layers - Photoshop for Beginners | Lesson 2,https://www.youtube.com/watch?v=unCS9syPJjg,Beginner Guides (Beginner Guides),2109209,2023-08-10,48:46,2926,-14.18,-17.12,-7.39,,
Learn Share Photo Video,How to Use Adobe Photoshop (Part 1) Graphic Design Tutorial for Beginners,https://www.youtube.com/watch?v=mvAceDeU_gU,Mockups & Branding (Mockups & Branding),2057729,2020-08-10,23:50,1430,-71.33,-14.78,24.02,,
Learn Skills Daily,Photoshop Full Course Tutorial (6+ Hours),https://www.youtube.com/watch?v=ZbvLJ5XtPpA,Beginner Guides (Beginner Guides),2051213,2023-08-10,06:27:53,23273,36.73,2.81,-3.33,,
Smart Graphics,Poster Design - Masking in Photoshop - Photoshop Tutorial,https://www.youtube.com/watch?v=-CIFGBcbPPg,"Text Effects & Typography (Text Effects & Typography, Mockups & Branding, Selections & Masking)",1917471,2023-08-10,08:03,483,-22.31,-60.63,-8.86,,
Blue Lightning,Photoshop Tutorial: How to Retouch Skin Flawlessly with Frequency Separation,https://www.youtube.com/watch?v=dBqhAIoQkdU,Photo Retouching & Beauty (Photo Retouching & Beauty),1725941,2016-08-11,07:52,472,-1.32,6.14,79.12,,
Justin Laurens,"Simple COLOR GRADE Trick To Make Your Photo ""Pop"" (Look MORE 3D!)",https://www.youtube.com/watch?v=eO8NNJMhLFM,Photo Retouching & Beauty (Photo Retouching & Beauty),1679826,2022-08-10,09:09,549,-20.22,-26.75,119.5,,
Flow Studio,Learn Photoshop in 5 MINUTES! Beginner Tutorial,https://www.youtube.com/watch?v=KAmSB5MQxOo,Beginner Guides (Beginner Guides),1563949,2017-08-11,05:52,352,52.36,-5.18,19.07,,
Eustace Photography,HOW to SMOOTH SKIN using FREQUENCY SEPARATION in Photoshop | Skin Retouching Tutorial,https://www.youtube.com/watch?v=mAijWkUomak,Photo Retouching & Beauty (Photo Retouching & Beauty),1502064,2022-08-10,07:15,435,1.93,23.85,77.21,,
PiXimperfect,Layer Mask - Photoshop for Beginners | Lesson 4,https://www.youtube.com/watch?v=aNpO6G72O3w,Selections & Masking (Selections & Masking),1460544,2023-08-10,29:25,1765,0.44,-53.02,-26.62,,
Trent Kaniuga,Total BEGINNERS guide to drawing in photoshop 2025,https://www.youtube.com/watch?v=ZOQ0A46IAGI,Beginner Guides (Beginner Guides),1375239,2021-08-10,22:32,1352,8.54,20.69,14.06,,
tutvid,10-Step GUIDE: Blend Images and Create Composites with Photoshop,https://www.youtube.com/watch?v=g3qe4rDw1XU,Image Compositing (Image Compositing),1356223,2022-08-10,59:04,3544,-65.29,60.89,50.41,,
PiXimperfect,The Inverse Curve Technique for Painting Light! - Photoshop Tutorial,https://www.youtube.com/watch?v=hJSFBUXgQog,Beginner Guides (Beginner Guides),1295309,2021-08-10,31:31,1891,59.1,70.33,-10.84,,
PiXimperfect,Skin Softening with Beautiful Texture | 1-Minute Photoshop (Ep. 4),https://www.youtube.com/watch?v=SYCwU-u79sI,Photo Retouching & Beauty (Photo Retouching & Beauty),1285702,2018-08-11,01:00,60,6.19,-7.53,116.45,,
Learn Skills Daily,Photoshop Beginner Tutorial,https://www.youtube.com/watch?v=Wl5CQwmG3uc,Beginner Guides (Beginner Guides),1283962,2021-08-10,03:19:14,11954,38.57,28.06,3.53,,
Smart Graphics,Step by step tutorial   Apply design on subject   Photoshop Tutorial,https://www.youtube.com/watch?v=Mhrtmee18Mw,"Generative AI & Firefly (Generative AI & Firefly, Mockups & Branding)",1238211,2025-08-09,01:32,92,-63.83,-2.21,-12.75,,
MDMZ,The Making of a Fantasy Photo-Manipulation using Stock Images | Photoshop Tutorial,https://www.youtube.com/watch?v=6mm28NAxaXA,Image Compositing (Image Compositing),1231369,2021-08-10,15:32,932,-24.66,90.37,3.65,,
grapexels,Face Retouching - Best Photoshop Tutorial | Skin Retouching,https://www.youtube.com/watch?v=5TaYvLfk2QQ,"Photo Retouching & Beauty (Photo Retouching & Beauty, Generative AI & Firefly)",1171869,2023-08-10,10:53,653,-28.59,26.68,98.08,,
PiXimperfect,Create Light Rays in 3 Simple Steps with Photoshop,https://www.youtube.com/watch?v=0FEw2BrsTek,Beginner Guides (Beginner Guides),1166159,2019-08-11,15:27,927,48.34,78.96,10.77,,
PHLEARN,Welcome to 30 Days of Photoshop!,https://www.youtube.com/watch?v=jFfd0RYax5k,Beginner Guides (Beginner Guides),1148204,2020-08-10,04:14,254,22.42,98.33,24.59,,
PiXimperfect,How to Set Up a Wacom Tablet for Retouching,https://www.youtube.com/watch?v=5e4Qok37Qi4,Photo Retouching & Beauty (Photo Retouching & Beauty),1145660,2019-08-11,34:25,2065,-44.03,-3.53,100.92,,
PiXimperfect,The Science of All 27 Blend Modes in Photoshop!,https://www.youtube.com/watch?v=i1D9ijh3_-I,Image Compositing (Image Compositing),1030402,2019-08-11,42:12,2532,-57.89,90.32,44.54,,
Nemanja Sekulic,How to Colorize Black and White Images in Photoshop,https://www.youtube.com/watch?v=5fzb-qLL2wo,Beginner Guides (Beginner Guides),1024532,2018-08-11,15:26,926,69.63,69.81,-48.31,,
rafy A,My Shoe House Photoshop Manipulation Tutorial Compositing,https://www.youtube.com/watch?v=EByU379NZp8,Image Compositing (Image Compositing),1000033,2020-08-10,24:15,1455,-70.27,70.26,4.59,,
PiXimperfect,High-End Skin Retouch with Dodge & Burn in Photoshop,https://www.youtube.com/watch?v=0d_OSi_790I,Photo Retouching & Beauty (Photo Retouching & Beauty),949135,2020-08-10,31:06,1866,0.12,-23.78,77.43,,
Tyler Stalman,Photoshop Basics: Everything You Need to Know to Edit Photos,https://www.youtube.com/watch?v=fsd2NUfJkNw,Beginner Guides (Beginner Guides),940001,2021-08-10,15:51,951,1.12,22.07,41.76,,
PiXimperfect,Start to Finish High-End Skin Retouching in Photoshop,https://www.youtube.com/watch?v=VLjMzOkMY90,"Beginner Guides (Beginner Guides, Photo Retouching & Beauty)",870005,2018-08-11,53:32,3212,36.33,-47.82,80.96,,
PiXimperfect,Opacity vs Fill - Photoshop for Beginners | Lesson 3,https://www.youtube.com/watch?v=ok9cVCETDeE,Beginner Guides (Beginner Guides),866537,2023-08-10,24:18,1458,5.22,-30.89,-1.7,,
PiXimperfect,"Color Correction with Easy ""4-Point"" Technique! - Photoshop Tutorial",https://www.youtube.com/watch?v=Xt39PClmo4U,Beginner Guides (Beginner Guides),857648,2022-08-10,16:19,979,55.23,57.07,-27.92,,
PHLEARN,Master the Pen Tool in Under 8 Minutes (Photoshop),https://www.youtube.com/watch?v=VsSjXNOE7NM,Selections & Masking (Selections & Masking),853309,2018-08-11,09:00,540,1.26,-67.98,-29.12,,
Endless Knowledge,Photoshop Basics Tutorial for Beginners in Tamil,https://www.youtube.com/watch?v=8Xh8Q0Fu59E,Beginner Guides (Beginner Guides),846431,2021-08-10,23:43,1423,22.59,10.82,27.76,,
PHLEARN,How to Brighten Portraits in Only 2 Minutes in Photoshop,https://www.youtube.com/watch?v=t6GucvjmuUU,Beginner Guides (Beginner Guides),839038,2018-08-11,04:14,254,67.32,-12.97,-0.85,,
Vince Opra,Photoshop Tutorial for Beginners 2025 | Everything You NEED to KNOW!,https://www.youtube.com/watch?v=qwNbjGyhZ48,Beginner Guides (Beginner Guides),837769,2025-08-09,28:52,1732,-7.55,25.24,29.06,,
Nemanja Sekulic,Fire effect in Photoshop,https://www.youtube.com/watch?v=LtQ7QESBqnU,Beginner Guides (Beginner Guides),831445,2019-08-11,29:15,1755,60.24,32.73,-1.04,,
Wave Index,How I Made This INSANE Brutalism Poster! (Photoshop Tutorial),https://www.youtube.com/watch?v=QdoK1aFPL7Y,Text Effects & Typography (Text Effects & Typography),823831,2024-08-09,07:16,436,-31.22,-90.31,17.78,,
PiXimperfect,Flawless 1-Min Skin Retouch Action in Photoshop!,https://www.youtube.com/watch?v=0q_GxbuEr_M,Photo Retouching & Beauty (Photo Retouching & Beauty),815081,2025-08-09,15:48,948,-32.36,1.78,54.8,,
TheAIGRID,Adobes New AI 'FIREFLY Photoshop' Has Everyone Stunned! (Now Released!) (How To Use Firefly),https://www.youtube.com/watch?v=4_ziOUKgfxM,Generative AI & Firefly (Generative AI & Firefly),764811,2023-08-10,11:43,703,-37.65,-42.94,-63.88,,
PiXimperfect,Photoshop for Beginners: 30-Minute Masterclass!,https://www.youtube.com/watch?v=mfJeFDrboKI,Beginner Guides (Beginner Guides),746920,2025-08-09,26:00,1560,-17.07,21.63,5.66,,
Jessica Kobeissi,Professional Skin Retouching Photoshop Tutorial,https://www.youtube.com/watch?v=gWDYYk6nWqc,Photo Retouching & Beauty (Photo Retouching & Beauty),705612,2015-08-12,17:06,1026,-22.47,-3.47,94.56,,
PiXimperfect,3 Ways to Add Depth to Your Composite in Photoshop!,https://www.youtube.com/watch?v=YqQ6yxclfWA,Beginner Guides (Beginner Guides),705166,2022-08-10,19:36,1176,51.47,70.52,41.35,,
PiXimperfect,3 Photoshop Tricks for FAST High-End Retouching!,https://www.youtube.com/watch?v=oX3swsgBDuA,Photo Retouching & Beauty (Photo Retouching & Beauty),702544,2023-08-10,13:45,825,-19.55,-28.19,89.77,,
PiXimperfect,Nano Banana Officially in Photoshop: 50+ EPIC Uses!,https://www.youtube.com/watch?v=RJ2eqkk_JxI,Beginner Guides (Beginner Guides),699990,2025-10-13,33:20,2000,78.45,94.56,13.74,,
Adobe Video,Generative AI in Premiere Pro powered by Adobe Firefly | Adobe Video,https://www.youtube.com/watch?v=6de4akFiNYM,Generative AI & Firefly (Generative AI & Firefly),678955,2024-08-09,03:19,199,-88.2,-2.03,-55.11,,
PHLEARN,Let's Take a Tour of Photoshop! | Day 1,https://www.youtube.com/watch?v=MZpmhkZNfOw,Beginner Guides (Beginner Guides),673587,2020-08-10,13:50,830,93.76,-29.18,22.31,,
CREATIVEARTLK,Learn Adobe Photoshop in 20 min Sinhala Tutorial,https://www.youtube.com/watch?v=N0_36FZvQK0,Beginner Guides (Beginner Guides),669576,2022-08-10,19:40,1180,55.66,-10.7,33.3,,
Let's Design,How to make Transparent Text Effect in photoshop | text effect photoshop.,https://www.youtube.com/watch?v=EwC6BYFctEI,Text Effects & Typography (Text Effects & Typography),646228,2022-08-10,00:58,58,-67.15,-98.93,13.52,,
Vince Opra,Photoshop Tutorial for Beginners 2023 | Everything You NEED to KNOW!,https://www.youtube.com/watch?v=r1mwj8AH98Y,Beginner Guides (Beginner Guides),616480,2023-08-10,21:38,1298,-17.25,17.22,33.15,,
PiXimperfect,Modern Frequency Separation: So Much Easier! - Photoshop,https://www.youtube.com/watch?v=bMkoCQA0o4o,Photo Retouching & Beauty (Photo Retouching & Beauty),605734,2024-08-09,12:53,773,14.14,6.89,85.3,,
Wave Index,8 MIND-BLOWING Photoshop Effects In Under 8 Minutes! 🤯,https://www.youtube.com/watch?v=DeeJzH5l0SM,Beginner Guides (Beginner Guides),598493,2024-08-09,07:59,479,57.45,2.74,8.32,,
PiXimperfect,Master Brush Tool from Start to Finish - Photoshop for Beginners | Lesson 12,https://www.youtube.com/watch?v=CV01aTu9W-w,Beginner Guides (Beginner Guides),584765,2024-08-09,36:34,2194,-25.23,-7.02,4.66,,
Technology Channel,Photoshop Complete Tutorial In Nepali,https://www.youtube.com/watch?v=iTZv4C5HkfA,Beginner Guides (Beginner Guides),582078,2018-08-11,41:21,2481,27.18,-3.59,12.47,,
GFXMentor,Live Friday with Unmesh Dinda | Piximperfect,https://www.youtube.com/watch?v=px9dHrd4OY0,Beginner Guides (Beginner Guides),576699,2021-08-10,01:15:10,4510,92.31,8.24,69.38,,
PiXimperfect,Saturation Mask? A Great Way to Enhance Colors!,https://www.youtube.com/watch?v=GL-GmQaZHbs,Beginner Guides (Beginner Guides),566827,2019-08-11,01:00,60,83.13,26.01,20.79,,
Bring Your Own Laptop,Master Photoshop with This Free Beginner Tutorial,https://www.youtube.com/watch?v=NNkGiab2dWU,Beginner Guides (Beginner Guides),557313,2020-08-10,02:06:31,7591,27.86,23.15,-20.57,,
Ronnix Photography,High-End Skin Retouching Beginner Photoshop Tutorial | Frequency Separation,https://www.youtube.com/watch?v=iqz2JsgVvhA,"Beginner Guides (Beginner Guides, Photo Retouching & Beauty)",543696,2023-08-10,13:20,800,43.72,-39.1,68.86,,
The Photoshop Lab,Photoshop Text effect Compilation: 18 Simple Text Effects for Beginners,https://www.youtube.com/watch?v=Z8DehBmFqLc,Text Effects & Typography (Text Effects & Typography),533311,2022-08-10,28:58,1738,-55.01,-101.87,1.25,,
Photoshop Training Channel,Photoshop Compositing Secrets - Blend Images Together Like a Pro - Live Presentation,https://www.youtube.com/watch?v=iLy8wLGe9HA,Image Compositing (Image Compositing),531766,2019-08-11,42:21,2541,-96.4,73.27,41.08,,
Eustace Photography,HOW to SKIN RETOUCH using FREQUENCY SEPARATION in less than 10 Minutes Photoshop Tutorial,https://www.youtube.com/watch?v=pBRWn50HKK4,Photo Retouching & Beauty (Photo Retouching & Beauty),530385,2021-08-10,12:51,771,8.03,10.9,69.43,,
PiXimperfect,Master Color Grading: 5 Tricks Pros Hide from You! - Photoshop Tutorial,https://www.youtube.com/watch?v=7IC5yYwIdOo,Color Grading (Color Grading),529159,2023-08-10,27:42,1662,9.66,43.59,-106.69,,
grapexels and Grapexels 2.0,✨ Flawless Skin Retouching in Photoshop (Easy Tutorial for Beginners),https://www.youtube.com/watch?v=XknocSFfkbE,"Photo Retouching & Beauty (Photo Retouching & Beauty, Generative AI & Firefly)",521052,2025-10-13,04:57,297,-28.15,37.53,90.04,,
Dansky,13 MUST-KNOW Photo Manipulation Tips for Beginners in Photoshop,https://www.youtube.com/watch?v=uSUpLsZTrdM,Image Compositing (Image Compositing),519862,2023-08-10,10:48,648,-51.77,63.77,-9.03,,
PHLEARN,How to Use Adjustment Layers in Photoshop | Day 4,https://www.youtube.com/watch?v=pUv7npHOk7E,Color Grading (Color Grading),513097,2020-08-10,21:17,1277,33.05,36.63,-82.81,,
WeJustClickme,Poster Design Photoshop Tutorial for Beginners !!,https://www.youtube.com/watch?v=UiJrfHzUyWo,"Text Effects & Typography (Text Effects & Typography, Mockups & Branding)",494365,2024-08-09,04:59,299,-58.8,-55.53,10.13,,
Nemanja Sekulic,Make a Robot from Scrap | PHOTO MANIPULATION Tutorial,https://www.youtube.com/watch?v=lHwXuE9u7Ik,Image Compositing (Image Compositing),492566,2019-08-11,01:10:44,4244,-37.62,72.48,31.52,,
PiXimperfect,"Photoshop 2026: 12 New Features, One Big Catch!",https://www.youtube.com/watch?v=gkwi_GtMiLE,Generative AI & Firefly (Generative AI & Firefly),478092,2025-11-12,21:12,1272,-58.8,-23.69,-84.91,,
PiXimperfect,Intro to Camera Raw - Photoshop for Beginners | Lesson 11,https://www.youtube.com/watch?v=YXCHi0Uo2Ew,"Beginner Guides (Beginner Guides, Color Grading)",467326,2024-08-09,31:52,1912,39.7,48.23,-60.18,,
Rayhan Tanjim,Adobe Photoshop in Just 30 minutes | Complete Photoshop Tutorial in Bangla,https://www.youtube.com/watch?v=2QmswrbkclQ,Beginner Guides (Beginner Guides),466553,2023-08-10,28:26,1706,31.29,-13.85,24.48,,
Nemanja Sekulic,Face Your Fears - Photo manipulation tutorial - Fun and Easy!,https://www.youtube.com/watch?v=EK81DNjkI1U,Image Compositing (Image Compositing),437216,2019-08-11,45:15,2715,-34.72,49.33,1.04,,
Ronnix Photography,High-End Skin Retouching Beginner Photoshop Tutorial 10 Minutes | Frequency Separation,https://www.youtube.com/watch?v=50Qdv4yUaII,"Beginner Guides (Beginner Guides, Photo Retouching & Beauty)",431503,2023-08-10,12:21,741,35.75,-38.98,58.16,,
PiXimperfect,Remove Tool - Photoshop for Beginners | Lesson 7,https://www.youtube.com/watch?v=JCwBxVvyL9s,Beginner Guides (Beginner Guides),423334,2023-08-10,19:43,1183,-10.44,1.92,-5.93,,
Kayleigh June,How to Retouch Skin in 15 Minutes or Less || Photoshop Portrait Skin Retouching Tutorial,https://www.youtube.com/watch?v=Yp_pXajhy40,Photo Retouching & Beauty (Photo Retouching & Beauty),418360,2019-08-11,12:23,743,-9.06,1.81,61.34,,
Photoshop Tutorials by Webflippy,Photoshop Tutorial - Photoshop Compositing Tutorial | Photo Manipulation,https://www.youtube.com/watch?v=LZe5R0MmuDg,Image Compositing (Image Compositing),396662,2021-08-10,08:04,484,-56.7,84.85,10.8,,
PSDESIRE,Create Beautiful Skin Textures in Photoshop!,https://www.youtube.com/watch?v=kQhroiZ6R6g,Photo Retouching & Beauty (Photo Retouching & Beauty),395392,2024-08-09,08:09,489,-5.07,9.49,115.04,,
Shruti Rajput,Learn Photoshop in 60 Minutes | Photoshop Tutorial for Complete Beginners,https://www.youtube.com/watch?v=0p_waCQmvQo,Beginner Guides (Beginner Guides),393905,2025-08-09,01:12:10,4330,44.94,-29.35,15.74,,
Adobe Live,Adobe Firefly Masterclass: Get into Gen AI with Howard Pinsky,https://www.youtube.com/watch?v=f1jEf_xShiY,"Generative AI & Firefly (Generative AI & Firefly, Text Effects & Typography)",386870,2024-08-09,57:20,3440,-75.13,-45.27,-50.33,,
PiXimperfect,"The ""3-Point Curve"" Formula to Exact-Match Colors! - Photoshop Tutorial",https://www.youtube.com/watch?v=zV6peLaJ0tY,Beginner Guides (Beginner Guides),380559,2021-08-10,08:54,534,49.53,82.37,-20.79,,
PiXimperfect,The Cheat Code to ALWAYS Get Perfect Skin Tones! - Photoshop,https://www.youtube.com/watch?v=AwQvl-HMvF4,Photo Retouching & Beauty (Photo Retouching & Beauty),379580,2024-08-09,16:22,982,-45.59,9.22,83.84,,
PHLEARN,How to Create Stunning Black & White Images in Photoshop,https://www.youtube.com/watch?v=lykFo-R-0_o,Beginner Guides (Beginner Guides),364207,2019-08-11,04:39,279,72.36,79.14,-43.9,,
Howfinity,How to Use Photoshop - Beginner's Guide,https://www.youtube.com/watch?v=OnSAnAolpmI,Beginner Guides (Beginner Guides),363809,2020-08-10,18:47,1127,21.49,22.95,6.01,,
PiXimperfect,The 3 Steps to High-End Skin Retouching in Photoshop!,https://www.youtube.com/watch?v=jSzDlc6SvP4,Photo Retouching & Beauty (Photo Retouching & Beauty),357876,2024-08-09,16:33,993,-10.48,-21.37,101.22,,
Adobe Creative Cloud,Learn How to Use Adobe Firefly | 5 Minute Tutorial | Adobe Creative Cloud,https://www.youtube.com/watch?v=lt4k9lVnS1Y,Generative AI & Firefly (Generative AI & Firefly),340459,2023-08-10,04:04,244,-45.66,27.21,-59.83,,
TheUnlockr,How to Use Adobe Firefly 3 (& Why It's the Only AI Image Generator You Should Use),https://www.youtube.com/watch?v=VNs1lW8t4hw,Generative AI & Firefly (Generative AI & Firefly),320134,2024-08-09,09:05,545,-35.4,7.11,-53.1,,
Will Paterson,Adobe Firefly V3: A Complete 3D Tutorial,https://www.youtube.com/watch?v=Rkq_eDeGIMw,Generative AI & Firefly (Generative AI & Firefly),312478,2024-08-09,12:45,765,-77.28,-14.32,-46.26,,
PHLEARN,How to Create a Simple Composite in Photoshop,https://www.youtube.com/watch?v=fOgtJH4aGFo,Beginner Guides (Beginner Guides),305607,2019-08-11,24:18,1458,48.44,69.47,23.02,,
photoshopCAFE,How to Combine Photos in Photoshop for beginners (compositing),https://www.youtube.com/watch?v=5YTSEtjlZx4,Image Compositing (Image Compositing),301988,2023-08-10,09:34,574,-81.7,75.92,-5.84,,
PHLEARN,Advanced Hair Masking with Channels in Photoshop | PHLEARN,https://www.youtube.com/watch?v=fFdIcuU6kjI,Selections & Masking (Selections & Masking),294860,2021-08-10,08:20,500,17.66,-52.53,-28.3,,
Photoshop Tutorials by Webflippy,1-Minute Photoshop - Stretch Text Effect Photoshop | Photoshop Tutorial (Easy),https://www.youtube.com/watch?v=7il-ZLNyZmU,Text Effects & Typography (Text Effects & Typography),293297,2023-08-10,01:02,62,-53.6,-111.64,15.01,,
Majid Goraya,Learn complete Adobe Photoshop in 1 video tutorial full course in Urdu Hindi,https://www.youtube.com/watch?v=6fA2et7_t8U,Beginner Guides (Beginner Guides),291564,2022-08-10,22:57,1377,35.02,-15.43,0.4,,
Ekow Dediha Photography,High-End Skin Retouching for Beginners | Photoshop Frequency Separation Tutorial,https://www.youtube.com/watch?v=5SixHpRw7lc,Photo Retouching & Beauty (Photo Retouching & Beauty),285777,2024-08-09,13:03,783,0.55,-3.56,91.16,,
PiXimperfect,Insane NEW Photoshop Tool: Rotate ANY Photo in 3D!,https://www.youtube.com/watch?v=2k9lIsGazqc,Beginner Guides (Beginner Guides),277566,2026-04-11,14:12,852,6.44,57.02,-5.46,,
Photoshop Training Channel,BLACK PANTHER Text Effect in Photoshop - How To Use Layer Styles Like a PRO,https://www.youtube.com/watch?v=rBUwVrjlyPk,Text Effects & Typography (Text Effects & Typography),273641,2018-08-11,26:50,1610,-56.93,-100.8,29.17,,
Wade McMaster - Creator Impact,33 Ways to use Photoshop Generative Fill AI,https://www.youtube.com/watch?v=BE162Jo1zeQ,Generative AI & Firefly (Generative AI & Firefly),272872,2023-08-10,07:00,420,-41.42,-15.09,-55.32,,
DucThang Ds,"Adobe Photoshop 2025 Tricks: Remove Acne, Smooth Skin with Simple Steps in Minutes",https://www.youtube.com/watch?v=9TyVnKSDklI,"Photo Retouching & Beauty (Photo Retouching & Beauty, Generative AI & Firefly)",271829,2025-08-09,01:50,110,-14.66,40.0,101.77,,
Howfinity,How to Use Photoshop - Beginners Tutorial,https://www.youtube.com/watch?v=7ChDaa8WGb8,Image Compositing (Image Compositing),269567,2022-08-10,19:36,1176,-62.59,80.8,-6.81,,
Photoshop PixelFie,Design Like a Pro 🔥 Easy Photoshop Logo Tutorial for Beginners,https://www.youtube.com/watch?v=hPYeY6MH6Yg,Mockups & Branding (Mockups & Branding),259408,2024-08-09,02:28,148,-70.92,-8.39,12.73,,
Smart Graphics,Photoshop Tutorial | Letter Poster Design,https://www.youtube.com/watch?v=qyCqA3GT2I8,"Text Effects & Typography (Text Effects & Typography, Mockups & Branding)",259243,2024-08-09,03:00,180,-51.79,-57.61,25.55,,
Ronnix Photography,High-End Skin Retouching Beginner Photoshop Tutorial | Frequency Separation,https://www.youtube.com/watch?v=xLQ2c8c987U,"Beginner Guides (Beginner Guides, Photo Retouching & Beauty)",257609,2023-08-10,13:00,780,43.72,-39.1,68.86,,
Adobe,What Is Adobe Firefly? | Design Fundamentals with AI | Adobe,https://www.youtube.com/watch?v=3VYpWxokxps,"Beginner Guides (Beginner Guides, Generative AI & Firefly, Mockups & Branding)",257349,2025-08-09,05:43,343,-92.41,5.1,-15.26,,
Anton Burmistrov,Creating glass typography in Photoshop and Illustrator in 3 minutes,https://www.youtube.com/watch?v=bGIzFWuTAM4,"Text Effects & Typography (Text Effects & Typography, Mockups & Branding)",253638,2023-08-10,02:45,165,-75.27,-49.2,22.43,,
WeJustClickme,Photo Manipulation - TYPOGRAPHY - Photoshop Tutorial,https://www.youtube.com/watch?v=aQbVlLocIas,"Image Compositing (Image Compositing, Text Effects & Typography)",253180,2023-08-10,01:52,112,-56.65,35.13,30.23,,
Spoon Graphics,Vintage Letterpress Poster Design Photoshop Tutorial,https://www.youtube.com/watch?v=K8NcUnOpMEA,"Text Effects & Typography (Text Effects & Typography, Mockups & Branding)",250201,2020-08-10,13:38,818,-53.15,-42.06,18.85,,
Nemanja Sekulic,Palette Gear an Amazing Tool to Speed Up Your Workflow,https://www.youtube.com/watch?v=H9yfgqQEwOA,Beginner Guides (Beginner Guides),249486,2018-08-11,09:07,547,6.49,69.21,-26.43,,
Smart Graphics,Photoshop Tutorial   Apply design on subject   Can Mockup Tutorial,https://www.youtube.com/watch?v=LjhoGuK5oDs,"Generative AI & Firefly (Generative AI & Firefly, Mockups & Branding)",244106,2025-08-09,01:21,81,-72.41,-12.17,-12.1,,
