autor,titulo,enlace,categoria_descriptores,vistas_reales,fecha_publicacion,duracion,duracion_segundos,latent_x,latent_y,latent_z,categoria_principal,tags
Avid,Getting Started with Sibelius | First: Start Your First Score,https://www.youtube.com/watch?v=w-FB-5a0zXM,"Beginner Guides (Beginner Guides, Score Formatting)",23003,2018-08-11,00:39,39,-47.23,33.55,9.94,,
Avid,Avid Support: Improving Avid Sibelius 7 Playback,https://www.youtube.com/watch?v=9W6NMXt3zf0,"Score Formatting (Score Formatting, Playback & NotePerformer)",22370,2013-08-12,03:28,208,-33.62,81.41,-39.4,,
Avid,How to Activate Sibelius in Avid Link with Cloud Licensing,https://www.youtube.com/watch?v=B4q7bA9yoeQ,Beginner Guides (Beginner Guides),21896,2022-08-10,00:33,33,-111.89,-55.6,63.54,,
Sibelius Prático,Skilled Sibelius - How to write chord symbols,https://www.youtube.com/watch?v=K-Sg8wK_gcI,Lead Sheets & Chord Symbols (Lead Sheets & Chord Symbols),21631,2021-08-10,03:46,226,81.64,40.74,85.07,,
Groove3,The Note Input Tab Pt. 1 (Sibelius 7 Explained),https://www.youtube.com/watch?v=6VCR2xkB6PU,Note Input Methods (Note Input Methods),21417,2013-08-12,07:04,424,9.32,18.67,-99.34,,
SynthGnosis,"EWQL Symphonic Orchestra sound set Sibelius tutorial, PLAY edition pt.2: New Scores",https://www.youtube.com/watch?v=XcqwnIBQwD0,Playback & NotePerformer (Playback & NotePerformer),19947,2009-08-13,04:32,272,73.38,-115.08,-7.89,,
Vienna Symphonic Library,VSL & Sibelius Ultimate - Integration Tutorial 2021,https://www.youtube.com/watch?v=-7Vkh1mIGJE,Beginner Guides (Beginner Guides),19481,2021-08-10,07:53,473,-37.39,-4.9,37.65,,
İlkay Bora Öder,Lightning Sibelius - Everything about Noteperformer from Basics to Pro Tips,https://www.youtube.com/watch?v=bsUOZHH7sRM,"Beginner Guides (Beginner Guides, Playback & NotePerformer)",19205,2020-08-10,09:43,583,27.53,-109.74,29.84,,
Christopher Siu,Sibelius Ultimate: A Tutorial for Beginners!,https://www.youtube.com/watch?v=qDe8gmuOCvI,Beginner Guides (Beginner Guides),18774,2025-08-09,20:26,1226,-24.09,-26.69,46.61,,
John Montgomery,Sibelius 6 - Chord Symbols  & Guitar Diagrams | SOFTPLANET LTD,https://www.youtube.com/watch?v=sipNf3Wgzq0,"Score Formatting (Score Formatting, Lead Sheets & Chord Symbols)",18506,2011-08-13,02:39,159,40.43,68.64,14.38,,
A Joe-Blog Composer,Which Sounds Better? (Sibelius/NotePerformer/MuseScore 4/SpitfireAudio),https://www.youtube.com/watch?v=mjVIWp4NqLI,Playback & NotePerformer (Playback & NotePerformer),18353,2023-08-10,07:08,428,86.68,-46.33,35.7,,
Alex Heppelmann,Noteperformer 4 (Demonstration and Review),https://www.youtube.com/watch?v=tRc8oIODRas,Playback & NotePerformer (Playback & NotePerformer),18149,2023-08-10,42:42,2562,97.62,-58.7,-19.52,,
David Das,NotePerformer vs. the rest: A shootout of the notation playback engines,https://www.youtube.com/watch?v=VezeO-cu-lY,Playback & NotePerformer (Playback & NotePerformer),17934,2024-08-09,25:12,1512,62.12,-27.36,-39.05,,
David MacDonald,Graphic Notation Workflow with Sibelius and Adobe Illustrator,https://www.youtube.com/watch?v=BemOuHbgFr8,Keyboard Shortcuts (Keyboard Shortcuts),15947,2018-08-11,23:21,1401,-64.88,-20.36,-73.25,,
LoNoteMusic,Sibelius 7.5 Tutorial Series - Writing For TAB,https://www.youtube.com/watch?v=u1bttVplSYE,Beginner Guides (Beginner Guides),15935,2022-08-10,07:54,474,-43.0,-15.64,77.66,,
James Humberstone,"Learn Sibelius 6 in 1 Hour - Lesson 5, Flexi-time recording and phrasing",https://www.youtube.com/watch?v=dDONHfUnjlk,Note Input Methods (Note Input Methods),15895,2011-08-13,06:34,394,-1.22,8.0,-120.0,,
Music Hacks with Meg,10 Essential Keyboard Shortcuts for Sibelius,https://www.youtube.com/watch?v=j9tAiu484kc,Keyboard Shortcuts (Keyboard Shortcuts),15749,2020-08-10,10:03,603,-94.67,-38.14,-52.25,,
YkiF,Sibelius 6 demo Legacy Chord Symbols,https://www.youtube.com/watch?v=6qt-d6pGO3g,Lead Sheets & Chord Symbols (Lead Sheets & Chord Symbols),15322,2009-08-13,00:52,52,61.16,53.37,74.44,,
LoNoteMusic,Sibelius 7.5 Tutorial Series - Using Chord Symbols,https://www.youtube.com/watch?v=trFXa-4t-T8,Lead Sheets & Chord Symbols (Lead Sheets & Chord Symbols),15113,2022-08-10,07:50,470,36.86,43.35,73.2,,
SynthGnosis,"EWQL Symphonic Orchestra sound set Sibelius tutorial, PLAY edition pt.3: Converting Scores",https://www.youtube.com/watch?v=t1Kgfgo5wmM,Playback & NotePerformer (Playback & NotePerformer),14605,2009-08-13,01:15,75,81.18,-108.93,6.27,,
Avid,Sibelius Offline Activation Using Avid Link,https://www.youtube.com/watch?v=rqShN6VXjBQ,Beginner Guides (Beginner Guides),14564,2022-08-10,01:03,63,-104.27,-41.51,49.15,,
Avid,How to Install Sibelius Sounds via Avid Link,https://www.youtube.com/watch?v=TptLBuQAuu0,Playback & NotePerformer (Playback & NotePerformer),14484,2024-08-09,00:53,53,102.84,-29.38,15.25,,
Berklee Online,How to Enter Guitar Notation in Sibelius Music Notation Software | Slash and Rhythmic Notation,https://www.youtube.com/watch?v=5A24QMA8qW8,Beginner Guides (Beginner Guides),14237,2021-08-10,02:34,154,-69.49,-84.95,-29.93,,
İlkay Bora Öder,Lightning Sibelius - 2 Advanced Playback Tips for Noteperformer,https://www.youtube.com/watch?v=TxEbnqbpQHM,Playback & NotePerformer (Playback & NotePerformer),14134,2020-08-10,05:12,312,80.31,-72.02,-7.08,,
Avi Blum Music,How to Activate NotePerformer in Sibelius,https://www.youtube.com/watch?v=9dZ2E06jK7k,Playback & NotePerformer (Playback & NotePerformer),14044,2023-08-10,02:39,159,80.38,-66.5,-31.78,,
Juan Martinez,Curso completo de Sibelius | Aprende a crear Música en Partituras,https://www.youtube.com/watch?v=aag5vSyv8CQ,Beginner Guides (Beginner Guides),13996,2023-08-10,03:48:44,13724,-23.63,-6.68,3.4,,
Avid,Switching to Avid Sibelius 7,https://www.youtube.com/watch?v=lom1GHB8D3w,Beginner Guides (Beginner Guides),13607,2011-08-13,10:04,604,-65.85,-70.41,45.03,,
Score Circuit,Fast Sibelius Layout Tips,https://www.youtube.com/watch?v=9h6Qps4l6EU,Score Formatting (Score Formatting),13439,2023-08-10,06:19,379,-3.81,85.97,25.73,,
Avid,How To Activate Avid Sibelius using the Avid Link,https://www.youtube.com/watch?v=ZEe2V6p_8zA,Beginner Guides (Beginner Guides),13436,2024-08-09,00:55,55,-118.44,-53.69,47.29,,
Meesh Cohen,Basic Sibelius 6 Percussion Notation,https://www.youtube.com/watch?v=xApGi9jJqTA,Beginner Guides (Beginner Guides),13436,2013-08-12,09:20,560,-89.56,-47.14,-1.06,,
James Humberstone,"Learn Sibelius 6 in 1 Hour - Lesson 7, Alphabetic note entry",https://www.youtube.com/watch?v=t77ArWOljkM,Note Input Methods (Note Input Methods),13334,2011-08-13,07:35,455,-23.86,6.48,-107.75,,
David Maddux,Export Sibelius Notation to BBC Symphony — #oneorchestra,https://www.youtube.com/watch?v=NrkgM0xXKLU,Beginner Guides (Beginner Guides),13231,2020-08-10,07:37,457,-40.48,-63.34,15.29,,
Berklee Online,How to Use Guitar Markings in Sibelius | Music Notation Software | Berklee Online,https://www.youtube.com/watch?v=yymU1iSZQbQ,Beginner Guides (Beginner Guides),13142,2021-08-10,02:57,177,-88.96,-94.17,-14.84,,
Avi Blum Music,How to Install the NotePerformer 4 FREE Upgrade,https://www.youtube.com/watch?v=bbtFheffsZQ,Playback & NotePerformer (Playback & NotePerformer),12866,2023-08-10,02:11,131,120.0,-69.31,-24.21,,
Musical Matter,Sibelius 7 The Basics Part 1,https://www.youtube.com/watch?v=04_H0u7ajIs,"Beginner Guides (Beginner Guides, Note Input Methods)",12321,2017-08-11,10:08,608,-23.98,0.88,-36.72,,
Dorico,Using NotePerformer as the default playback template | Dorico Playback Templates,https://www.youtube.com/watch?v=L1sqchey2w4,Playback & NotePerformer (Playback & NotePerformer),12314,2025-08-09,05:28,328,40.12,-67.39,-18.23,,
Winnie Lee,Sibelius 7 tutorial 3: notes input and triplets,https://www.youtube.com/watch?v=H5W0Mi0xgdo,Beginner Guides (Beginner Guides),11967,2016-08-11,03:21,201,-59.55,-3.76,21.6,,
Score Circuit,Fast Sibelius Note Input - Part 1,https://www.youtube.com/watch?v=6pubnn-x5OM,"Note Input Methods (Note Input Methods, Keyboard Shortcuts)",11750,2023-08-10,08:21,501,-10.8,-24.75,-80.05,,
Music Hacks with Meg,How to Create a Lead Sheet in Sibelius,https://www.youtube.com/watch?v=WIc8DPwlCk4,Lead Sheets & Chord Symbols (Lead Sheets & Chord Symbols),11649,2017-08-11,08:24,504,30.86,3.42,74.2,,
Avid,Avid Support: Activating an Avid Sibelius 7 Upgrade,https://www.youtube.com/watch?v=M_v9N6k5ZiM,Beginner Guides (Beginner Guides),11500,2013-08-12,03:13,193,-93.21,-76.03,43.55,,
Avid,Sibelius for Mobile on iPad: Installation and Configuration,https://www.youtube.com/watch?v=OUOW5Ny2q7I,Beginner Guides (Beginner Guides),11496,2022-08-10,01:11,71,-33.56,-85.61,89.74,,
James Humberstone,"Sibelius 7 Music Notation Essentials, Book, CD-Rom and 31 Tutorial Videos",https://www.youtube.com/watch?v=3tu45R6It00,Beginner Guides (Beginner Guides),11422,2012-08-12,05:09,309,-47.37,-120.0,14.91,,
"Robert Lennon, Musician & Educator",How to Achieve Realistic Playback in Sibelius - First Steps,https://www.youtube.com/watch?v=FyVnzbTQlCw,Playback & NotePerformer (Playback & NotePerformer),11294,2023-08-10,10:08,608,68.08,-67.64,13.86,,
Andrey Stolyarov,Must-Know Shortcuts for Fast Workflow! (Sibelius Ultimate Tutorial),https://www.youtube.com/watch?v=vdEhkX4Jc88,Keyboard Shortcuts (Keyboard Shortcuts),10933,2021-08-10,13:01,781,-76.25,-18.57,-94.45,,
macProVideoDotCom,Sibelius 7 102: Piano Score Project - 23. Document Setup and Layout,https://www.youtube.com/watch?v=GKSGCIa0g4E,"Score Formatting (Score Formatting, Arranging & Orchestration, Lyrics & Text Annotations)",10703,2012-08-12,05:29,329,-9.67,44.82,23.62,,
xlfph,Sibelius Title Pages & Layout,https://www.youtube.com/watch?v=MOinQYe3Eek,"Beginner Guides (Beginner Guides, Score Formatting, Lyrics & Text Annotations)",10239,2020-08-10,03:27,207,-13.82,26.38,5.27,,
Avid,Sibelius Quick Tips: Adding Tempo,https://www.youtube.com/watch?v=MW7FTqI5Wc0,Beginner Guides (Beginner Guides),9734,2025-08-09,00:54,54,9.98,-71.98,29.75,,
David McCoy,Sibelius Tutorial No. 2 Note Input and Playback,https://www.youtube.com/watch?v=fRjF5cu2lms,"Note Input Methods (Note Input Methods, Playback & NotePerformer)",9684,2020-08-10,11:03,663,-14.19,27.85,-97.92,,
James Humberstone,"Learn Sibelius 6 in 1 Hour - Lesson 10, The Ideas Hub",https://www.youtube.com/watch?v=x4HtK7QsCEw,Beginner Guides (Beginner Guides),9650,2011-08-13,05:18,318,-109.89,-15.29,85.66,,
Музыкальные технологии,Ya Gotta Try...Harder (Sibelius+NotePerformer) Big Band fragment,https://www.youtube.com/watch?v=2mcAQgaxVf0,Playback & NotePerformer (Playback & NotePerformer),9514,2021-08-10,02:01,121,72.59,-60.57,-56.77,,
Jon Willis,Sibelius Notation Tutorial 4: Changing Instruments within a Stave and Show/Hide,https://www.youtube.com/watch?v=xgMP0iKg4qw,Arranging & Orchestration (Arranging & Orchestration),9225,2013-08-12,05:36,336,-37.87,50.82,81.83,,
Berklee Online,How to Renotate Rhythms in Sibelius | Invisible Bar Line Rule | Music Notation Software | Berklee,https://www.youtube.com/watch?v=CQ4oZwmli5E,Beginner Guides (Beginner Guides),9221,2021-08-10,02:54,174,-73.71,-115.5,-11.75,,
Klangio,Import MP3 into Sibelius| EASY TUTORIAL,https://www.youtube.com/watch?v=6ZU1CPTSmvk,Beginner Guides (Beginner Guides),8964,2024-08-09,02:50,170,-50.28,-42.01,59.92,,
Jazzy Jorge,Changing chord symbols in Sibelius 7,https://www.youtube.com/watch?v=FRPdTHfXp94,"Dynamic Parts & Engraving (Dynamic Parts & Engraving, Lead Sheets & Chord Symbols)",8472,2014-08-12,04:00,240,36.59,-36.76,96.68,,
Compose Music Now,Beginners Guide To Sibelius | Music Notation Software,https://www.youtube.com/watch?v=WkOCEYn3VD4,Beginner Guides (Beginner Guides),8343,2022-08-10,41:25,2485,-75.97,-99.41,17.03,,
Sing with Cinderella,How to make a LEAD SHEET in SIBELIUS!,https://www.youtube.com/watch?v=tB1YzYTIO-A,Lead Sheets & Chord Symbols (Lead Sheets & Chord Symbols),8286,2021-08-10,19:18,1158,75.01,-2.76,59.17,,
Tim Poulin,Sibelius Roman Numerals Shortcuts,https://www.youtube.com/watch?v=Ay8PCGpHH6k,Keyboard Shortcuts (Keyboard Shortcuts),8261,2012-08-12,00:48,48,-80.22,-52.03,-66.25,,
Score Circuit,Quickly Clean Up a Sibelius Score,https://www.youtube.com/watch?v=dQoBwDi3KpI,Score Formatting (Score Formatting),8059,2023-08-10,05:05,305,-10.92,89.15,-22.8,,
Andrey Stolyarov,How To Create Custom Score Templates in Sibelius Ultimate (Sibelius Tutorial),https://www.youtube.com/watch?v=7DzTjj4awpY,Score Formatting (Score Formatting),7892,2022-08-10,02:30,150,-39.8,94.6,-14.47,,
Score Circuit,Sibelius Parts - part 1,https://www.youtube.com/watch?v=d-2GCEVKp3Y,Dynamic Parts & Engraving (Dynamic Parts & Engraving),7818,2023-08-10,05:20,320,18.22,-51.89,98.53,,
Score Circuit,Sibelius Chord Symbols,https://www.youtube.com/watch?v=8kWsk4HYlhY,Lead Sheets & Chord Symbols (Lead Sheets & Chord Symbols),7698,2023-08-10,04:41,281,61.66,17.75,54.99,,
HowToHarbor,Dorico vs Sibelius | Which is Best in 2026?,https://www.youtube.com/watch?v=99oXenB55Bs,Beginner Guides (Beginner Guides),7487,2025-08-09,03:08,188,-8.82,-111.91,15.12,,
Score Circuit,Sibelius Select Like a Pro,https://www.youtube.com/watch?v=CGkvEwXmd1g,"Keyboard Shortcuts (Keyboard Shortcuts, Score Formatting)",7236,2023-08-10,07:44,464,-105.02,-13.94,-85.75,,
Guitarmalade,How to Change Note to Rhythm Slash in Sibelius - Guitarmalade,https://www.youtube.com/watch?v=jkw51HJxw9I,Beginner Guides (Beginner Guides),6886,2020-08-10,00:33,33,-120.0,3.95,25.2,,
Cosmo Boogiecat,Sibelius with standard midi vs NotePerformer sounds,https://www.youtube.com/watch?v=UQaD8mke2Fk,Playback & NotePerformer (Playback & NotePerformer),6756,2017-08-11,00:37,37,99.09,-13.08,-11.15,,
Score Circuit,Microtone Playback with Sibelius,https://www.youtube.com/watch?v=EPffkLsirog,Playback & NotePerformer (Playback & NotePerformer),6585,2020-08-10,03:38,218,75.35,-53.68,-12.89,,
LoNoteMusic,Sibelius 7.5 Tutorial Series - Working with PARTS,https://www.youtube.com/watch?v=HZzr3a2EndE,Dynamic Parts & Engraving (Dynamic Parts & Engraving),6532,2022-08-10,08:14,494,18.75,-39.09,117.2,,
LoNoteMusic,Sibelius 7.5 Tutorial Series - A Word About Latency,https://www.youtube.com/watch?v=I6f-mzRpQvY,Beginner Guides (Beginner Guides),6286,2018-08-11,03:51,231,-77.4,-16.85,53.38,,
Roberto Matthews,Organizing Instruments and Voices in Sibelius: Quick Tips by Roberto Matthews,https://www.youtube.com/watch?v=OHuHbWKCgBQ,Arranging & Orchestration (Arranging & Orchestration),6281,2022-08-10,02:57,177,-37.46,30.01,74.32,,
Avi Blum Music,Adjust NotePerformer Reverb in Sibelius,https://www.youtube.com/watch?v=LlcAetdcyyU,Playback & NotePerformer (Playback & NotePerformer),6218,2021-08-10,14:40,880,101.09,-61.16,-45.96,,
İlkay Bora Öder,Lightning Sibelius - How to Prepare Orchestral Parts,https://www.youtube.com/watch?v=gv8KFgLZXeQ,Dynamic Parts & Engraving (Dynamic Parts & Engraving),6190,2023-08-10,15:42,942,15.27,-60.95,120.0,,
Berklee Online,How to Use Engraving Rules in Sibelius | Music Notation Software | Berklee Online,https://www.youtube.com/watch?v=ZnvYxFbnEus,Dynamic Parts & Engraving (Dynamic Parts & Engraving),6126,2021-08-10,04:04,244,35.46,-71.65,113.76,,
Wang Jie,Sibelius First Tutorial for Beginners,https://www.youtube.com/watch?v=lX10J05KLlk,Beginner Guides (Beginner Guides),6043,2021-08-10,13:47,827,-28.12,-41.13,53.99,,
Avid,The New Sibelius — Power and Performance for Your Music,https://www.youtube.com/watch?v=ClRv22fcrwQ,Keyboard Shortcuts (Keyboard Shortcuts),6011,2020-08-10,01:01,61,-80.82,-15.41,-51.75,,
Giorgio Serci Guitarist - Composer,Sibelius Tutorial - 'Creating a basic chart' by Giorgio Serci,https://www.youtube.com/watch?v=KmAEeokczss,Lead Sheets & Chord Symbols (Lead Sheets & Chord Symbols),5898,2021-08-10,09:17,557,48.77,12.84,106.53,,
Gerhard Guter,Jazz Arranging in Sibelius: Chord Symbols (Week 6 of 12),https://www.youtube.com/watch?v=QbihsrUfjug,"Arranging & Orchestration (Arranging & Orchestration, Lead Sheets & Chord Symbols)",5854,2023-08-10,20:56,1256,0.7,43.29,100.9,,
Avid,Sibelius Tips & Tricks: Go-To and Play,https://www.youtube.com/watch?v=-uh9EL5_FTc,Beginner Guides (Beginner Guides),5746,2019-08-11,00:43,43,-12.23,-48.15,1.8,,
Pep Organ,"Arrange Music for Any Instrument Instantly!! Tutorial on AI Tools: Playscore, Musescore, Sibelius",https://www.youtube.com/watch?v=nDCmhy5lbCc,Beginner Guides (Beginner Guides),5648,2025-08-09,14:25,865,-71.83,-34.54,97.76,,
Steed Productions,Changing the Playback Device in Sibelius 7,https://www.youtube.com/watch?v=-jFWoHiT2Bw,Playback & NotePerformer (Playback & NotePerformer),5621,2023-08-10,01:19,79,60.96,-42.84,17.38,,
Alvaro J Buitrago Téllez,Sibelius Personal playback configuration NotePerformer,https://www.youtube.com/watch?v=egQsEkfO10s,Playback & NotePerformer (Playback & NotePerformer),5612,2021-08-10,01:02,62,84.59,-49.52,7.47,,
NYC Music Services,Scoring Express for Sibelius: Guide to usage and features,https://www.youtube.com/watch?v=wMG75yFa7dc,Beginner Guides (Beginner Guides),5514,2021-08-10,11:25,685,-47.29,-107.88,51.15,,
Ben Sinclair,Chord symbols (Sibelius 6),https://www.youtube.com/watch?v=f-5-3vdRauc,Lead Sheets & Chord Symbols (Lead Sheets & Chord Symbols),5477,2012-08-12,00:34,34,59.19,28.62,75.72,,
Score Circuit,Navigate Sibelius Scores like a Pro,https://www.youtube.com/watch?v=90MJHv05FCQ,Beginner Guides (Beginner Guides),5461,2023-08-10,06:44,404,-0.49,-97.97,64.8,,
Max Koko,Sibelius Ableton Rewire How to: SIBLETON Tutorial (or SIBELTON),https://www.youtube.com/watch?v=eIgTTgJWHxM,Arranging & Orchestration (Arranging & Orchestration),5445,2020-08-10,10:26,626,-17.42,36.22,81.55,,
İlkay Bora Öder,Lightning Sibelius - How to Mix Noteperformer with Other Vst Libraries,https://www.youtube.com/watch?v=rUIsK-0jBX4,Playback & NotePerformer (Playback & NotePerformer),5425,2023-08-10,03:53,233,95.64,-84.3,-16.73,,
Avid,Getting Started Fast with Sibelius: AI-Powered Chord Symbol Autosuggestions,https://www.youtube.com/watch?v=oeqeeulPcMM,Beginner Guides (Beginner Guides),5394,2024-08-09,04:15,255,-33.9,-42.09,116.53,,
Jon Willis,Sibelius Notation Tutorial 6: Articulations and the Line Tool,https://www.youtube.com/watch?v=JLzQXWuAGNM,Beginner Guides (Beginner Guides),5366,2013-08-12,06:28,388,-34.88,-84.04,-39.92,,
