autor,titulo,enlace,categoria_descriptores,vistas_reales,fecha_publicacion,latent_x,latent_y,latent_z
The Audio Programmer,Max 8 Tutorial Series | Part 1: Introduction to Gen,https://www.youtube.com/watch?v=clCSvX0Pm7U,"Beginner Guides (Beginner Guides, Gen~ Low-Level Coding)",17895,2023-08-10,24.01,1.51,-52.79
Andrew Robinson,How to build a stacking loop patch - Max MSP Tutorial,https://www.youtube.com/watch?v=yRg9CPwFNVw,"Jitter & 3D Visuals (Jitter & 3D Visuals, MSP Audio DSP & Synthesis)",17339,2023-08-10,30.99,44.41,9.48
Cycling '74,"Max 7 Sneak Preview: Episode 3 ""Sam’s Been Patching Since Before You Were Born""",https://www.youtube.com/watch?v=5QAEZFq3fgk,Beginner Guides (Beginner Guides),17041,2015-08-12,74.68,-0.98,-25.38
The Audio Programmer,Audio Programming for Beginners Tutorial 03-  Simple Sine Oscillator in Max Msp,https://www.youtube.com/watch?v=J_0b9HezaNc,MSP Audio DSP & Synthesis (MSP Audio DSP & Synthesis),16485,2017-08-11,-31.2,-81.51,2.9
Hearing Glass | Umut Eldem,Chaotic Particles  - Max/MSP Tutorial,https://www.youtube.com/watch?v=xBM9C9ADK8w,MSP Audio DSP & Synthesis (MSP Audio DSP & Synthesis),16365,2023-08-10,-53.8,-73.81,3.82
oliver thurley,"Building a Sampling Instrument in Max, part 1",https://www.youtube.com/watch?v=pTqFt0x7Q3E,Beginner Guides (Beginner Guides),16155,2019-08-11,79.35,-2.11,18.76
dude837,Delicious Max/MSP Tutorial 8: Circular Sequencer (Part 1),https://www.youtube.com/watch?v=C1p_xI6b4NA,"MSP Audio DSP & Synthesis (MSP Audio DSP & Synthesis, Generative Music & Algorithms)",15749,2011-08-13,-105.87,-6.42,-39.56
toneparticle,Max/MSP Tutorial | A granular synthesiser built with [codebox] in gen~,https://www.youtube.com/watch?v=VU2TQmxte9A,"Jitter & 3D Visuals (Jitter & 3D Visuals, MSP Audio DSP & Synthesis, Gen~ Low-Level Coding)",15521,2022-08-10,5.32,53.75,-63.01
Andrew Robinson,Intro to Max for Live - Getting Started - Max MSP Tutorial,https://www.youtube.com/watch?v=q5_cn1jaLpg,"Beginner Guides (Beginner Guides, Jitter & 3D Visuals, MSP Audio DSP & Synthesis, Max for Live Integration)",15499,2024-08-09,73.15,-85.3,24.84
BlueCliff,Simple Generative Noise Sequencer Tutorial in Max/MSP,https://www.youtube.com/watch?v=2Qf0NEBAQVg,"Beginner Guides (Beginner Guides, Jitter & 3D Visuals, MSP Audio DSP & Synthesis, Generative Music & Algorithms)",15464,2020-08-10,46.97,-69.33,-54.45
Ned Rush,Max Tutorial - Building a VST Plugin in RNBO~ from Cycling74 = Ned Rush,https://www.youtube.com/watch?v=yZafeq40-CA,Max for Live Integration (Max for Live Integration),15244,2023-08-10,1.22,-53.11,101.74
dude837,Delicious Max 6 Tutorial 42: Texture,https://www.youtube.com/watch?v=v4zRkbOrgFI,Jitter & 3D Visuals (Jitter & 3D Visuals),15060,2014-08-12,-7.78,87.48,66.37
Myles Borins,Arduino + DMX + COLORstrip + Max/msp +TouchOSC,https://www.youtube.com/watch?v=XX9AVYvVYFU,"MSP Audio DSP & Synthesis (MSP Audio DSP & Synthesis, MIDI & Serial Hardware)",14909,2010-08-13,-52.22,-87.95,65.72
Andrew Robinson,Max MSP Tutorial -- The Absolute Basics pt 2 -- Lists and Variables,https://www.youtube.com/watch?v=xcfLMayv6aM,"Beginner Guides (Beginner Guides, Jitter & 3D Visuals, MSP Audio DSP & Synthesis)",14745,2021-08-10,70.22,-74.82,-37.79
dude837,Delicious Max/MSP Tutorial 9: The Almighty bpatcher,https://www.youtube.com/watch?v=z1FgdAbHIuM,MSP Audio DSP & Synthesis (MSP Audio DSP & Synthesis),14707,2011-08-13,-66.42,-50.46,-24.6
Cycling '74,Intro to RNBO,https://www.youtube.com/watch?v=xZNyQDCHs4o,Beginner Guides (Beginner Guides),14683,2023-08-10,87.42,-17.96,3.26
Cycling '74,Max 6 Sneak Peek: Usability,https://www.youtube.com/watch?v=rrzwTyECsmI,Beginner Guides (Beginner Guides),14527,2012-08-12,76.39,-1.69,-10.04
Cycling '74,Cycling74 Max/MSP/Jitter Tutorials: Trigger,https://www.youtube.com/watch?v=S92ljjQtsfo,"Jitter & 3D Visuals (Jitter & 3D Visuals, MSP Audio DSP & Synthesis)",14241,2011-08-13,-7.04,42.98,14.78
Hearing Glass | Umut Eldem,Pulsar Synthesis Basics - Max/MSP Tutorial,https://www.youtube.com/watch?v=gp6b8a1Bz6o,"Beginner Guides (Beginner Guides, MSP Audio DSP & Synthesis)",14178,2024-08-09,45.63,-74.7,-25.67
Nicholas Brown,Max For Live: Convert a Max patch to a MIDI instrument for use in Ableton.,https://www.youtube.com/watch?v=cCL5DMAK6ZA,"Max for Live Integration (Max for Live Integration, MIDI & Serial Hardware)",14131,2016-08-11,13.91,-45.66,64.13
Ned Rush,Max MSP Tutorial - The Function Object = Ned Rush,https://www.youtube.com/watch?v=oAoUmfWgzss,MSP Audio DSP & Synthesis (MSP Audio DSP & Synthesis),13823,2023-08-10,-72.88,-46.03,-46.16
Eric Ameres (eraserMice),M4L Tutorial #7 : Cleaning up our Interface in Presentation Mode : Max for Ableton Live,https://www.youtube.com/watch?v=--XSSeW3iEw,Max for Live Integration (Max for Live Integration),13750,2011-08-13,3.39,6.1,85.67
Cycling '74,Cycling74 Max/MSP/Jitter Tutorials: Vizzie Routing - 3,https://www.youtube.com/watch?v=c2KYmDWgr7Q,"Jitter & 3D Visuals (Jitter & 3D Visuals, MSP Audio DSP & Synthesis)",13747,2011-08-13,-8.73,28.21,28.43
ersatz_ben,Max/MSP: Dynamic convolution and simple reverb - live programming,https://www.youtube.com/watch?v=i6rQfjmQHc0,"MSP Audio DSP & Synthesis (MSP Audio DSP & Synthesis, Max for Live Integration)",13645,2023-08-10,-41.92,-35.62,24.7
Andrew Robinson,Coll - Helpful Max MSP objects to know - A Max MSP Tutorial,https://www.youtube.com/watch?v=V6-AGGGOkhQ,"Jitter & 3D Visuals (Jitter & 3D Visuals, MSP Audio DSP & Synthesis)",13636,2022-08-10,-18.8,81.55,-1.83
dude837,Delicious Max 8 Tutorial 2: Node for Max,https://www.youtube.com/watch?v=RR5AlDgYI2s,Beginner Guides (Beginner Guides),13587,2019-08-11,42.06,-0.43,21.86
dude837,Delicious Max 7 Tutorial 62: Make Max Great Again,https://www.youtube.com/watch?v=SNITIF7zSJU,Max for Live Integration (Max for Live Integration),13527,2016-08-11,-17.55,-18.7,103.14
Hearing Glass | Umut Eldem,Pitch Detection - Max/MSP Tutorial for Beginners,https://www.youtube.com/watch?v=gHA1Vws13yg,"Jitter & 3D Visuals (Jitter & 3D Visuals, MSP Audio DSP & Synthesis)",13339,2021-08-10,4.56,39.78,-18.46
dude837,Delicious Max 7 Tutorial 55: Deception,https://www.youtube.com/watch?v=FCazZMdSHtk,Beginner Guides (Beginner Guides),13200,2015-08-12,59.03,-14.08,17.38
Hearing Glass | Umut Eldem,Generative Rhythms - Max/MSP Tutorial,https://www.youtube.com/watch?v=qXURIfP-8hU,"Jitter & 3D Visuals (Jitter & 3D Visuals, MSP Audio DSP & Synthesis, Generative Music & Algorithms)",13197,2022-08-10,-61.23,75.79,-13.67
Amazing Max Stuff,MC in Max/MSP | 01 - MC Messages,https://www.youtube.com/watch?v=r4KwRtHv9Os,"Beginner Guides (Beginner Guides, Jitter & 3D Visuals, MSP Audio DSP & Synthesis)",13105,2021-08-10,89.19,-108.07,-34.19
Programming for People,MAX msp 7 Tutorial: Super Amazing Music Sampler,https://www.youtube.com/watch?v=rwtGemIHixE,MSP Audio DSP & Synthesis (MSP Audio DSP & Synthesis),12992,2016-08-11,-76.01,-83.96,-28.81
Hearing Glass | Umut Eldem,Motion Detection and Music | Max/MSP Tutorial,https://www.youtube.com/watch?v=3P1DJ7os0Mo,"Jitter & 3D Visuals (Jitter & 3D Visuals, MSP Audio DSP & Synthesis)",12964,2025-08-09,3.28,54.65,-16.19
Cycling '74,Cycling74 Max/MSP/Jitter Tutorials: pattr #3 Preset Morphing,https://www.youtube.com/watch?v=zvQ19hWXRlo,"Jitter & 3D Visuals (Jitter & 3D Visuals, MSP Audio DSP & Synthesis)",12827,2011-08-13,-7.9,29.38,5.23
dude837,Delicious M4L Tutorial 1: Intro to the Live Object Model,https://www.youtube.com/watch?v=N0Jb-aDV7z8,"Beginner Guides (Beginner Guides, Max for Live Integration)",12475,2011-08-13,45.99,-57.59,43.95
Sound Simulator,Accelerometer Music Controller (Arduino Tutorial),https://www.youtube.com/watch?v=Wzjms3tgF6w,"MSP Audio DSP & Synthesis (MSP Audio DSP & Synthesis, MIDI & Serial Hardware)",12366,2022-08-10,-71.68,-97.08,46.05
Philip Meyer,Making a basic sequencer in Max MSP (2025 version),https://www.youtube.com/watch?v=MjLqjS9JqD4,"Beginner Guides (Beginner Guides, MSP Audio DSP & Synthesis, Generative Music & Algorithms)",12235,2025-08-09,33.35,-67.38,-49.83
dude837,Delicious Max 6 Tutorial 52 - Max for Live Device,https://www.youtube.com/watch?v=xnEfu_L4dZ4,Max for Live Integration (Max for Live Integration),12007,2014-08-12,18.49,-28.14,91.39
tune4media,Max | Making a digital Compressor [Full Lesson],https://www.youtube.com/watch?v=ObBldvarun0,Beginner Guides (Beginner Guides),11958,2020-08-10,66.77,14.75,10.55
Máté Si,How To Make Generative Music - Tutorial,https://www.youtube.com/watch?v=rMGiF0McH6w,"Jitter & 3D Visuals (Jitter & 3D Visuals, Generative Music & Algorithms)",11911,2022-08-10,-74.25,103.54,0.71
Philip Meyer,Rhythms from Mark Fell's Intra with techniques from GO in gen~,https://www.youtube.com/watch?v=ldQTsnc7KdI,Gen~ Low-Level Coding (Gen~ Low-Level Coding),11473,2024-08-09,36.72,18.46,-94.48
dude837,Delicious Max/MSP Tutorial 6: Let's build a TB-303! (Part 3),https://www.youtube.com/watch?v=KPiSdewGS0E,MSP Audio DSP & Synthesis (MSP Audio DSP & Synthesis),11430,2011-08-13,-100.99,-71.75,11.92
Hearing Glass | Umut Eldem,Generative Polyrhythms - Max/MSP Tutorial,https://www.youtube.com/watch?v=jEoX1zZC-u8,"Jitter & 3D Visuals (Jitter & 3D Visuals, MSP Audio DSP & Synthesis, Generative Music & Algorithms)",11262,2023-08-10,-66.5,87.43,12.72
Cycling '74,gen~ for Beginners: Debugging and Signal-Rate Processing,https://www.youtube.com/watch?v=yMITTBWn_c0,"MSP Audio DSP & Synthesis (MSP Audio DSP & Synthesis, Gen~ Low-Level Coding)",11243,2013-08-12,-19.14,18.03,-97.48
Amazing Max Stuff,Let's Create a 3D Oscilloscope with Jitter in Max/MSP,https://www.youtube.com/watch?v=Nb3Jgx7nOps,"Jitter & 3D Visuals (Jitter & 3D Visuals, MSP Audio DSP & Synthesis)",11204,2021-08-10,19.91,79.21,18.46
